PDGP_ID,GENUS,SPECIES,SUBSPECIES,FAMILY,GEOGRAPHIC_REGION,COMMON_NAME,IUCN_STATUS,THREATENED_STATUS,WILDBORN,SEX,AB_QC,COV_QC,REFERENCE_SPECIES,N_HET,CALLABLE,nRoH_1mb,sRoH_1mb,AVERAGE_COVERAGE,REFERENCE_LENGTH,LOCATION_LONG_LAT,LOCATION_PROXY,COLLTECTION_YEAR,ENA-SRA_SOURCE_PROJECT,ENA-SRA_SAMPLE_ID
PD_0197,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,M,PASS,PASS,Gorilla_gorilla,4773082,2574922163,36,58600000,25.56,3084595669,NA,"Kolmardens Djupark zoo, Sweden",NA,PRJEB59576 (this study),ERS14600301
PD_0198,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,M,PASS,PASS,Gorilla_gorilla,4772339,2574037184,44,72600000,26.18,3084595669,NA,"Kolmardens Djupark zoo, Sweden",NA,PRJEB59576 (this study),ERS14600302
PD_0199,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4461434,2503549145,71,239400000,33.03,2971331530,"S02.28761, E034.68870","Serengeti, Tanzania",2015,PRJEB59576 (this study),ERS14600303
PD_0200,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4584891,2503041120,56,142200000,32.94,2971331530,"S02.26867, E034.66942","Serengeti, Tanzania",2015,PRJEB59576 (this study),ERS14600304
PD_0201,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,4576790,2496876676,43,85000000,25.46,2971331530,"S02.32102, E034.84388","Serengeti, Tanzania",2015,PRJEB59576 (this study),ERS14600305
PD_0202,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,4555146,2500165505,46,100000000,30.29,2971331530,"S02.32102, E034.84367","Serengeti, Tanzania",2015,PRJEB59576 (this study),ERS14600306
PD_0203,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4544726,2500160842,48,141800000,26.78,2971331530,"S02.26867, E034.66942","Serengeti, Tanzania",2015,PRJEB59576 (this study),ERS14600307
PD_0204,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,4427885,2496268712,140,404400000,27.35,2971331530,"S03.23696, E036.85302","Arusha, Tanzania",2015,PRJEB59576 (this study),ERS14600308
PD_0205,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4787633,2496323914,119,342600000,30.78,2971331530,"S03.23438, E036.85582","Arusha, Tanzania",2016,PRJEB59576 (this study),ERS14600309
PD_0206,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4633351,2500378622,132,327000000,32,2971331530,"S03.27550, E036.89670","Arusha, Tanzania",2016,PRJEB59576 (this study),ERS14600310
PD_0207,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,4614347,2501017968,141,331600000,31.89,2971331530,"S03.23622, E036.85692","Arusha, Tanzania",2016,PRJEB59576 (this study),ERS14600311
PD_0208,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4515980,2501385006,135,306000000,34.59,2971331530,"S03.22653, E035.50597","Ngorongoro, Tanzania",2016,PRJEB59576 (this study),ERS14600312
PD_0209,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,3910389,2499896667,178,647400000,32.14,2971331530,"S03.15231, E035.60008","Ngorongoro, Tanzania",2016,PRJEB59576 (this study),ERS14600313
PD_0210,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4244902,2498670737,159,431000000,30.88,2971331530,"S03.29935, E035.59225","Ngorongoro, Tanzania",2016,PRJEB59576 (this study),ERS14600314
PD_0211,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4322527,2500898367,138,398400000,30.81,2971331530,"S03.30111, E035.59233","Ngorongoro, Tanzania",2017,PRJEB59576 (this study),ERS14600315
PD_0212,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4558436,2500916995,126,220600000,31.88,2971331530,"S03.29973, E035.59223","Ngorongoro, Tanzania",2017,PRJEB59576 (this study),ERS14600316
PD_0213,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7015558,2501718288,48,184600000,32.2,2971331530,"S07.68278, E034.93070","Ruaha, Tanzania",2016,PRJEB59576 (this study),ERS14600317
PD_0214,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7214125,2503795029,39,118600000,33.41,2971331530,"S07.68085, E034.92972","Ruaha, Tanzania",2016,PRJEB59576 (this study),ERS14600318
PD_0215,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7029624,2498520912,41,109800000,30.93,2971331530,"S07.60178, E034.90200","Ruaha, Tanzania",2016,PRJEB59576 (this study),ERS14600319
PD_0216,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7485497,2504206495,20,38000000,33.21,2971331530,"S07.59980, E034.90375","Ruaha, Tanzania",2016,PRJEB59576 (this study),ERS14600320
PD_0217,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7316257,2502330709,21,48200000,31.04,2971331530,"S07.59862, E034.88440","Ruaha, Tanzania",2016,PRJEB59576 (this study),ERS14600321
PD_0218,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,3856772,2437226219,92,299800000,25.88,2971331530,"S04.63918, E029.63076","Gombe, Tanzania",2016,PRJEB59576 (this study),ERS14600322
PD_0219,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4084413,2493449963,95,241400000,29.07,2971331530,"S04.63888, E029.63070","Gombe, Tanzania",2016,PRJEB59576 (this study),ERS14600323
PD_0220,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,4035145,2502185769,106,330000000,33.76,2971331530,"S04.66618, E029.62386","Gombe, Tanzania",2016,PRJEB59576 (this study),ERS14600324
PD_0221,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4181692,2501078298,89,243200000,29.67,2971331530,"S04.66689, E029.62393","Gombe, Tanzania",2016,PRJEB59576 (this study),ERS14600325
PD_0222,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4166554,2501849984,82,220600000,30.48,2971331530,"S04.66666, E029.62395","Gombe, Tanzania",2016,PRJEB59576 (this study),ERS14600326
PD_0223,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6117222,2500855891,57,224400000,26.27,2971331530,"S07.84488, E036.88652","Udzungwa, Tanzania",2016,PRJEB59576 (this study),ERS14600327
PD_0224,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6827318,2499208235,39,92400000,31.09,2971331530,"S07.49594, E036.56725","Udzungwa, Tanzania",2017,PRJEB59576 (this study),ERS14600328
PD_0225,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6536674,2502702595,46,157000000,32.69,2971331530,"S07.81512, E036.89523","Udzungwa, Tanzania",2017,PRJEB59576 (this study),ERS14600329
PD_0226,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6444237,2498911317,46,203400000,33.48,2971331530,"S07.84805, E036.88613","Udzungwa, Tanzania",2017,PRJEB59576 (this study),ERS14600330
PD_0227,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6595307,2497771043,28,73200000,30.98,2971331530,"S07.80575, E036.89683","Udzungwa, Tanzania",2017,PRJEB59576 (this study),ERS14600331
PD_0228,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7211922,2502254753,36,124800000,32.23,2971331530,"S06.11885, E029.73054","Mahale, Tanzania",2016,PRJEB59576 (this study),ERS14600332
PD_0229,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6280904,2498465447,59,469000000,30.38,2971331530,"S06.11899, E029.72996","Mahale, Tanzania",2016,PRJEB59576 (this study),ERS14600333
PD_0230,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7195027,2502296103,36,152000000,32.04,2971331530,"S06.11903, E029.73032","Mahale, Tanzania",2016,PRJEB59576 (this study),ERS14600334
PD_0231,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7317059,2503556196,41,129200000,36.23,2971331530,"S06.11735, E029.73055","Mahale, Tanzania",2016,PRJEB59576 (this study),ERS14600335
PD_0232,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,7479661,2503638643,31,142200000,33.72,2971331530,"S06.03722, E029.74063","Mahale, Tanzania",2016,PRJEB59576 (this study),ERS14600336
PD_0233,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7655416,2500720478,12,32200000,30.95,2971331530,"S06.63357, E031.14192","Katavi, Tanzania",2016,PRJEB59576 (this study),ERS14600337
PD_0234,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,7407825,2501294398,29,97000000,33.18,2971331530,"S06.63435, E031.14276","Katavi, Tanzania",2016,PRJEB59576 (this study),ERS14600338
PD_0235,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6290641,2490358181,32,113000000,31.83,2971331530,"S08.46428, E038.55282","Selous, Tanzania",2017,PRJEB59576 (this study),ERS14600339
PD_0236,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,6139805,2501247075,48,186000000,33.2,2971331530,"S07.53590, E037.76624","Selous, Tanzania",2017,PRJEB59576 (this study),ERS14600340
PD_0237,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,6385708,2503048109,45,108000000,34.97,2971331530,"S07.74555, E038.19652","Selous, Tanzania",2017,PRJEB59576 (this study),ERS14600341
PD_0238,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4423133,2501250939,114,308400000,32.24,2971331530,"S03.40273, E035.81382","Lake Manyara, Tanzania",2015,PRJEB59576 (this study),ERS14600342
PD_0239,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4573785,2499250757,104,173400000,28.66,2971331530,"S03.37805, E035.83225","Lake Manyara, Tanzania",2015,PRJEB59576 (this study),ERS14600343
PD_0240,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4576233,2497253301,100,179400000,28.51,2971331530,"S03.40755, E035.83487","Lake Manyara, Tanzania",2015,PRJEB59576 (this study),ERS14600344
PD_0241,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,4531456,2499324445,114,249400000,31.23,2971331530,"S03.39319, E035.82323","Lake Manyara, Tanzania",2015,PRJEB59576 (this study),ERS14600345
PD_0242,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Macaca_mulatta,4570628,2499974970,105,222600000,26.57,2971331530,"S03.47642, E035.77950","Lake Manyara, Tanzania",2015,PRJEB59576 (this study),ERS14600346
PD_0243,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,5173947,2500771128,173,486200000,32.17,2971331530,"S03.77943, E035.96525","Tarangire, Tanzania",2015,PRJEB59576 (this study),ERS14600347
PD_0244,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Macaca_mulatta,5516619,2499115764,108,304400000,28.71,2971331530,"S03.78172, E035.96652","Tarangire, Tanzania",2015,PRJEB59576 (this study),ERS14600348
PD_0245,Lepilemur,ankaranensis,ssp,Lepilemuridae,MADAGASCAR,Ankarana_Sportive_Lemur,EN,Threatened,W,F,PASS,PASS,Microcebus_murinus,7460223,1577873662,46,112600000,29.74,2487392024,"S12.83333, E049.15500","Ankarana, Madagascar",<2008,PRJEB59576 (this study),ERS14600349
PD_0246,Lepilemur,dorsalis,ssp,Lepilemuridae,MADAGASCAR,Gray’s_Sportive_Lemur,EN,Threatened,W,M,PASS,PASS,Microcebus_murinus,4359258,1582207714,31,67600000,33.53,2487392024,"S13.47000, E048.58000","Ambanja, Madagascar",<2008,PRJEB59576 (this study),ERS14600350
PD_0247,Eulemur,collaris,ssp,Lemuridae,MADAGASCAR,Collared_Brown_Lemur,EN,Threatened,C,F,PASS,PASS,Lemur_catta,2554781,1821269747,108,662600000,58.75,2122351751,NA,NA,1998,PRJEB59576 (this study),ERS14600351
PD_0248,Lepilemur,ankaranensis,ssp,Lepilemuridae,MADAGASCAR,Ankarana_Sportive_Lemur,EN,Threatened,W,F,PASS,PASS,Microcebus_murinus,7308766,1571474928,63,194400000,33.57,2487392024,"S12.83333, E049.15500","Ankarana, Madagascar",<2008,PRJEB59576 (this study),ERS14600352
PD_0249,Lepilemur,ruficaudatus,ssp,Lepilemuridae,MADAGASCAR,Red-tailed_Sportive_Lemur,CR,Threatened,W,M,PASS,PASS,Microcebus_murinus,4716442,1578143645,2,2800000,25.73,2487392024,"S20.06783, W044.65680","Kirindy, Madagascar",<2008,PRJEB59576 (this study),ERS14600353
PD_0250,Lepilemur,septentrionalis,ssp,Lepilemuridae,MADAGASCAR,Sahafary_Sportive_Lemur,CR,Threatened,W,M,PASS,PASS,Microcebus_murinus,6963939,1589730621,82,240000000,33.79,2487392024,"S12.62667, E049.41333","Sahafary, Madagascar",<2008,PRJEB59576 (this study),ERS14600354
PD_0251,Propithecus,diadema,ssp,Indriidae,MADAGASCAR,Diademed_Sifaka,CR,Threatened,W,U,PASS,PASS,Propithecus_coquereli,7154904,1714476401,104,200800000,46.14,2798152141,"S17.64167, E048.8333","Zahamena, Madagascar",2002-2008,PRJEB59576 (this study),ERS14600355
PD_0252,Propithecus,perrieri,ssp,Indriidae,MADAGASCAR,Perrier’s_Sifaka,CR,Threatened,W,U,PASS,PASS,Propithecus_coquereli,5261519,1818436758,191,509400000,30.17,2798152141,"S12.75000, E049.48333","Analamera, Madagascar",2002-2008,PRJEB59576 (this study),ERS14600356
PD_0253,Pygathrix,cinerea,ssp,Cercopithecidae,ASIA,Grey-shanked_Douc_Langur,CR,Threatened,W,F,PASS,PASS,Rhinopithecus_roxellana,4448309,2500231587,13,22800000,30.56,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600357
PD_0254,Pygathrix,nemaeus,ssp,Cercopithecidae,ASIA,Red-shanked_Douc_Langur,CR,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,3281252,2497653956,67,105600000,28.78,3038460517,NA,VIetnam,2019,PRJEB59576 (this study),ERS14600358
PD_0255,Pygathrix,nemaeus,ssp,Cercopithecidae,ASIA,Red-shanked_Douc_Langur,CR,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,3714833,2496508899,77,105600000,28.85,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600359
PD_0256,Cercocebus,torquatus,ssp,Cercopithecidae,MAINLAND_AFRICA,Red-capped_Mangabey,EN,Threatened,C,M,PASS,PASS,Cercocebus_atys,5245438,2390309242,1,1000000,39.23,2848246356,NA,Barcelona Zoo,NA,PRJEB59576 (this study),ERS14600360
PD_0257,Pan,troglodytes,ssp,Hominidae,MAINLAND_AFRICA,Chimpanzee,EN,Threatened,C,M,PASS,PASS,Pan_troglodytes,2294971,2497122294,36,62200000,31.68,3024031013,NA,NA,NA,PRJEB59576 (this study),ERS14600361
PD_0258,Pan,troglodytes,ssp,Hominidae,MAINLAND_AFRICA,Chimpanzee,EN,Threatened,C,F,PASS,PASS,Pan_troglodytes,2346893,2464758873,37,61400000,30.36,3024031013,NA,NA,NA,PRJEB59576 (this study),ERS14600362
PD_0259,Pan,troglodytes,ssp,Hominidae,MAINLAND_AFRICA,Chimpanzee,EN,Threatened,C,F,PASS,PASS,Pan_troglodytes,4290342,2455924425,57,105200000,31.7,3024031013,NA,NA,NA,PRJEB59576 (this study),ERS14600363
PD_0260,Gorilla,gorilla,ssp,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,WARN,Gorilla_gorilla,4568051,2480484674,17,21000000,25.94,3084595669,NA,NA,NA,PRJEB59576 (this study),ERS14600364
PD_0261,Macaca,mulatta,ssp,Cercopithecidae,ASIA,Rhesus_Monkey,LC,Unthreatened,C,M,PASS,PASS,Macaca_mulatta,6096479,2596017949,12,14400000,57.77,2955490605,NA,NA,NA,PRJEB59576 (this study),ERS14600365
PD_0262,Pongo,pygmaeus,ssp,Hominidae,ASIA,Bornean_Orangutan,CR,Threatened,C,F,PASS,PASS,Pongo_abelii,4537567,2602282378,178,352800000,49.51,3065035716,NA,NA,NA,PRJEB59576 (this study),ERS14600366
PD_0263,Pongo,abelii,ssp,Hominidae,ASIA,Sumatran_Orangutan,CR,Threatened,C,F,PASS,PASS,Pongo_abelii,7388608,2607785684,78,119400000,30.32,3065035716,NA,NA,NA,PRJEB59576 (this study),ERS14600367
PD_0264,Gorilla,gorilla,ssp,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,W,F,PASS,PASS,Gorilla_gorilla,4803592,2572394347,18,42000000,27.28,3084595669,NA,Zoo Stuttgart,NA,PRJEB59576 (this study),ERS14600368
PD_0265,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,F,PASS,PASS,Papio_anubis,5932761,2506168343,120,240200000,34.24,2959356508,"S03.88543, E036.07542","Tarangire, Tanzania",2015,PRJEB59576 (this study),ERS14600369
PD_0266,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Papio_anubis,6183546,2509649293,96,207200000,56.63,2959356508,"S03.78723, E036.04405","Tarangire, Tanzania",2015,PRJEB59576 (this study),ERS14600370
PD_0267,Papio,anubis,ssp,Cercopithecidae,MAINLAND_AFRICA,Olive_Baboon,LC,Unthreatened,W,M,PASS,PASS,Papio_anubis,5886062,2508021500,133,403000000,39.12,2959356508,"S03.76815, E036.02072","Tarangire, Tanzania",2015,PRJEB59576 (this study),ERS14600371
PD_0268,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Papio_anubis,6868120,2492777857,37,97000000,31.89,2959356508,"S07.34048, E037.11778","Mikumi, Tanzania",2015,PRJEB59576 (this study),ERS14600372
PD_0269,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,M,PASS,PASS,Papio_anubis,6797938,2491795388,46,138600000,31.18,2959356508,"S07.35945, E037.05548","Mikumi, Tanzania",2015,PRJEB59576 (this study),ERS14600373
PD_0270,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Papio_anubis,7043968,2492986686,31,60600000,32.87,2959356508,"S07.33710, E037.11446","Mikumi, Tanzania",2015,PRJEB59576 (this study),ERS14600374
PD_0271,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Papio_anubis,6923782,2491545850,31,99400000,31.95,2959356508,"S07.31130, E037.17857","Mikumi, Tanzania",2015,PRJEB59576 (this study),ERS14600375
PD_0272,Papio,cynocephalus,ssp,Cercopithecidae,MAINLAND_AFRICA,Yellow_Baboon,LC,Unthreatened,W,F,PASS,PASS,Papio_anubis,7168478,2490491331,16,31000000,29.41,2959356508,"S07.31127, E037.17862","Mikumi, Tanzania",2015,PRJEB59576 (this study),ERS14600376
PD_0273,Plecturocebus,bernhardi,ssp,Pitheciidae,AMERICAS,Prince_Bernhard’s_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,5712247,2214086081,106,201200000,28.1,2721439713,"-12.1700,-63.1900",Brazil,NA,PRJEB59576 (this study),ERS12091971
PD_0274,Plecturocebus,brunneus,ssp,Pitheciidae,AMERICAS,Brown_Titi_Monkey,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,4441909,2199295056,0,0,31.61,2721439713,"-9.3686,-61.8778",Brazil,NA,PRJEB59576 (this study),ERS12091974
PD_0275,Plecturocebus,caligatus,ssp,Pitheciidae,AMERICAS,Chestnut-bellied_Titi,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,5156662,2122401251,0,0,29.32,2721439713,"-5.4907,-60.8246",Brazil,NA,PRJEB59576 (this study),ERS12091976
PD_0276,Plecturocebus,cinerascens,ssp,Pitheciidae,AMERICAS,Ashy_Black_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,6423556,2214001970,37,57400000,32.67,2721439713,NA,Brazil,NA,PRJEB59576 (this study),ERS12091979
PD_0277,Plecturocebus,dubius,ssp,Pitheciidae,AMERICAS,Hershkovitzs_Titi,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,5817786,2224090317,19,48200000,34.83,2721439713,"-8.18,-64",Brazil,NA,PRJEB59576 (this study),ERS12091986
PD_0278,Plecturocebus,grovesi,ssp,Pitheciidae,AMERICAS,Groves’_Titi,CR,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2743829,2220595853,32,40600000,30.62,2721439713,"-10.0017,-56.0423",Brazil,NA,PRJEB59576 (this study),ERS12091989
PD_0279,Plecturocebus,hoffmannsi,ssp,Pitheciidae,AMERICAS,NO_DATA,DD,DD,W,M,PASS,PASS,Pithecia_pithecia,6930926,2222872202,9,19800000,33.8,2721439713,"-3.3126,-55.3214",Brazil,NA,PRJEB59576 (this study),ERS12091990
PD_0280,Plecturocebus,miltoni,ssp,Pitheciidae,AMERICAS,Milton’s_Titi_Monkey,DD,DD,W,F,PASS,PASS,Pithecia_pithecia,4484799,2216672755,17,25200000,27.87,2721439713,"-7.7364,-60.5152",Brazil,NA,PRJEB59576 (this study),ERS12091991
PD_0281,Mico,argentatus,ssp,Callitrichidae,AMERICAS,Silvery_Marmoset,LC,Unthreatened,W,M,PASS,PASS,Callithrix_jacchus,2570134,2446970494,63,169000000,26.19,2863864636,NA,Brazil,NA,PRJEB59576 (this study),ERS12091958
PD_0282,Mico,humeralifer,ssp,Callitrichidae,AMERICAS,Black_And_White_Tassel-ear_Marmoset,NT,Unthreatened,W,F,PASS,PASS,Callithrix_jacchus,4038270,2440197202,54,181600000,27.08,2863864636,"-3.3129,-55.3217",Brazil,NA,PRJEB59576 (this study),ERS12091959
PD_0283,Mico,schneideri,ssp,Callitrichidae,AMERICAS,NO_DATA,DD,DD,W,M,PASS,PASS,Callithrix_jacchus,1278129,2445434016,226,436800000,28.57,2863864636,"-9.9825,-56.0725",Brazil,NA,PRJEB59576 (this study),ERS12091960
PD_0284,Cheracebus,regulus,ssp,Pitheciidae,AMERICAS,Widow_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,2691973,2224153325,11,17400000,29.48,2721439713,"-3.2800,-67.3160",Brazil,NA,PRJEB59576 (this study),ERS12091939
PD_0285,Cheracebus,torquatus,ssp,Cercopithecidae,MAINLAND_AFRICA,Widow_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,4664533,2227262396,33,80400000,35.34,2721439713,"-4.9845,-62.9602",Brazil,NA,PRJEB59576 (this study),ERS12091941
PD_0286,Aotus,vociferans,ssp,Aotidae,AMERICAS,Spixs_Night_Monkey,LC,Unthreatened,W,M,PASS,PASS,Aotus_nancymaae,4533339,2289858300,15,24600000,30.34,2861668348,"-1.6561,-69.2030",Brazil,NA,PRJEB59576 (this study),ERS12091871
PD_0287,Cebuella,niveiventris,ssp,Callitrichidae,AMERICAS,Eastern_Pygmy_Marmoset,VU,Threatened,W,M,PASS,PASS,Callithrix_jacchus,3034441,2445614099,194,610600000,30.53,2863864636,"-3.735624,-67.469317",Brazil,NA,PRJEB59576 (this study),ERS12091916
PD_0288,Cheracebus,lucifer,ssp,Pitheciidae,AMERICAS,Yellow-handed_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,6383151,2221399503,0,0,27.59,2721439713,"-2.8912,-68.3552",Brazil,NA,PRJEB59576 (this study),ERS12091927
